id,short_code,reference_number,transaction_data,expires_at,used,created_at
42,NHLC66,NUTE-20251121-3621,"{""items"":[{""price"":""50.00"",""quantity"":2,""is_reward"":false,""product_id"":17,""product_name"":""Gyoza (7 pcs.)""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""NHLC66"",""total_amount"":""100.00"",""total_points"":10,""reward_points"":0,""reference_number"":""NUTE-20251121-3621"",""transaction_date"":""2025-11-21T15:06:55.937Z"",""transaction_type"":""Purchase""}",2025-11-21T15:16:56.099+00:00,false,2025-11-21T15:06:56.130104+00:00
43,976QKI,NUTE-20251121-3861,"{""items"":[{""price"":70,""quantity"":1,""is_reward"":false,""product_id"":18,""product_name"":""Gyoza (10 pcs.)""},{""price"":30,""quantity"":1,""is_reward"":false,""product_id"":23,""product_name"":""Milo Dinosour (12 oz)""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""976QKI"",""reward_type"":null,""total_amount"":""100.00"",""total_points"":10,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251121-3861"",""transaction_date"":""2025-11-21T15:11:49.651Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T15:21:49.821+00:00,false,2025-11-21T15:11:49.89612+00:00
44,M1KM26,NUTE-20251121-4273,"{""items"":[{""price"":50,""quantity"":2,""is_reward"":false,""product_id"":17,""product_name"":""Gyoza (7 pcs.)""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""M1KM26"",""reward_type"":null,""total_amount"":100,""total_points"":10,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251121-4273"",""transaction_date"":""2025-11-21T15:19:01.698Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T15:29:01.828+00:00,false,2025-11-21T15:19:01.849023+00:00
45,GRI4ZU,NUTE-20251121-8346,"{""items"":[{""price"":50,""quantity"":2,""is_reward"":false,""product_id"":17,""product_name"":""Gyoza (7 pcs.)""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""GRI4ZU"",""reward_type"":null,""total_amount"":100,""total_points"":10,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251121-8346"",""transaction_date"":""2025-11-21T15:22:26.104Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T15:32:26.285+00:00,false,2025-11-21T15:22:26.346623+00:00
46,YT6WZA,NUTE-20251121-3996,"{""items"":[{""price"":50,""quantity"":2,""is_reward"":false,""product_id"":17,""product_name"":""Gyoza (7 pcs.)""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""YT6WZA"",""reward_type"":null,""total_amount"":100,""total_points"":10,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251121-3996"",""transaction_date"":""2025-11-21T15:26:12.317Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T15:36:12.491+00:00,false,2025-11-21T15:26:12.55624+00:00
47,20UY1D,NUTE-20251121-4750,"{""items"":[{""price"":45,""quantity"":2,""is_reward"":false,""product_id"":26,""product_name"":""Katsu Musubi""}],""store_id"":2,""reward_id"":38,""vendor_id"":9,""short_code"":""20UY1D"",""reward_type"":""discount"",""total_amount"":85.5,""total_points"":8.55,""reward_points"":5,""discount_value"":5,""reference_number"":""NUTE-20251121-4750"",""transaction_date"":""2025-11-21T15:29:27.393Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T15:39:27.536+00:00,false,2025-11-21T15:29:27.637824+00:00
48,LJSQ1T,NUTE-20251121-3434,"{""items"":[{""price"":50,""quantity"":2,""is_reward"":false,""product_id"":17,""product_name"":""Gyoza (7 pcs.)""}],""store_id"":2,""reward_id"":39,""vendor_id"":9,""short_code"":""LJSQ1T"",""reward_type"":""discount"",""total_amount"":95,""total_points"":9.5,""reward_points"":5,""discount_value"":5,""reference_number"":""NUTE-20251121-3434"",""transaction_date"":""2025-11-21T15:37:24.232Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T15:47:24.379+00:00,true,2025-11-21T15:37:24.390593+00:00
49,ZY1HEL,NUTE-20251121-8019,"{""items"":[],""store_id"":2,""reward_id"":40,""vendor_id"":9,""short_code"":""ZY1HEL"",""reward_type"":""free item"",""total_amount"":0,""total_points"":0,""reward_points"":5,""discount_value"":null,""reference_number"":""NUTE-20251121-8019"",""transaction_date"":""2025-11-21T15:57:21.896Z"",""transaction_type"":""Purchase"",""free_item_product_id"":18}",2025-11-21T16:07:21.993+00:00,false,2025-11-21T15:57:21.974214+00:00
50,OR4UXD,NUTE-20251121-3870,"{""items"":[{""price"":70,""quantity"":2,""is_reward"":false,""product_id"":18,""product_name"":""Gyoza (10 pcs.)""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""OR4UXD"",""reward_type"":null,""total_amount"":140,""total_points"":14,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251121-3870"",""transaction_date"":""2025-11-21T16:13:18.622Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T16:23:18.756+00:00,false,2025-11-21T16:13:18.723081+00:00
51,ONQPA4,NUTE-20251121-7025,"{""items"":[{""price"":40,""quantity"":2,""is_reward"":false,""product_id"":27,""product_name"":""Chicken Seaweed Floss Musubi""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""ONQPA4"",""reward_type"":null,""total_amount"":80,""total_points"":8,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251121-7025"",""transaction_date"":""2025-11-21T16:15:54.213Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T16:25:54.378+00:00,false,2025-11-21T16:15:54.356016+00:00
52,BP05SI,NUTE-20251121-1234,"{""items"":[{""price"":70,""quantity"":1,""is_reward"":false,""product_id"":18,""product_name"":""Gyoza (10 pcs.)""},{""price"":50,""quantity"":1,""is_reward"":false,""product_id"":17,""product_name"":""Gyoza (7 pcs.)""},{""price"":35,""quantity"":1,""is_reward"":false,""product_id"":16,""product_name"":""Gyoza (5 pcs.)""}],""store_id"":2,""reward_id"":41,""vendor_id"":9,""short_code"":""BP05SI"",""reward_type"":""discount"",""total_amount"":147.25,""total_points"":14.73,""reward_points"":5,""discount_value"":5,""reference_number"":""NUTE-20251121-1234"",""transaction_date"":""2025-11-21T16:23:17.242Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T16:33:17.348+00:00,false,2025-11-21T16:23:17.292895+00:00
53,WYMNKR,NUTE-20251121-5220,"{""items"":[{""price"":70,""quantity"":1,""is_reward"":false,""product_id"":21,""product_name"":""Blueberry Creamcheese Waffle""},{""price"":70,""quantity"":1,""is_reward"":false,""product_id"":18,""product_name"":""Gyoza (10 pcs.)""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""WYMNKR"",""reward_type"":null,""total_amount"":140,""total_points"":14,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251121-5220"",""transaction_date"":""2025-11-21T17:02:59.439Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T17:12:59.592+00:00,false,2025-11-21T17:02:59.53285+00:00
54,EC16VC,NUTE-20251121-4224,"{""items"":[{""price"":40,""quantity"":2,""is_reward"":false,""product_id"":24,""product_name"":""Milo Dinosour (16 oz)""},{""price"":50,""quantity"":1,""is_reward"":false,""product_id"":25,""product_name"":""Milo Dinosour (22 oz)""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""EC16VC"",""reward_type"":null,""total_amount"":130,""total_points"":13,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251121-4224"",""transaction_date"":""2025-11-21T22:35:45.201Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-21T22:45:45.231+00:00,false,2025-11-21T22:35:45.260575+00:00
55,QMQ6AT,NUTE-20251122-1642,"{""items"":[{""price"":70,""quantity"":1,""is_reward"":false,""product_id"":18,""product_name"":""Gyoza (10 pcs.)""},{""price"":45,""quantity"":2,""is_reward"":false,""product_id"":26,""product_name"":""Katsu Musubi""}],""store_id"":2,""reward_id"":null,""vendor_id"":9,""short_code"":""QMQ6AT"",""reward_type"":null,""total_amount"":160,""total_points"":16,""reward_points"":0,""discount_value"":null,""reference_number"":""NUTE-20251122-1642"",""transaction_date"":""2025-11-22T02:28:04.625Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-22T02:38:04.664+00:00,false,2025-11-22T02:28:04.672036+00:00
56,D3QBVW,NUTE-20251122-6620,"{""items"":[{""price"":30,""quantity"":1,""is_reward"":false,""product_id"":23,""product_name"":""Milo Dinosour (12 oz)""},{""price"":40,""quantity"":1,""is_reward"":false,""product_id"":24,""product_name"":""Milo Dinosour (16 oz)""}],""store_id"":2,""reward_id"":1,""vendor_id"":9,""short_code"":""D3QBVW"",""reward_type"":""discount"",""total_amount"":63,""total_points"":6.3,""reward_points"":2,""discount_value"":10,""reference_number"":""NUTE-20251122-6620"",""transaction_date"":""2025-11-22T02:33:30.720Z"",""transaction_type"":""Purchase"",""free_item_product_id"":null}",2025-11-22T02:43:30.779+00:00,false,2025-11-22T02:33:30.826808+00:00
